order_id,customer_id,created_at,fulfilled_at,store_id,subtotal,tax,fee,status
326,1494,2/25/2021 2:38,2/25/2021 4:29,25,6307,315.35,63.07,paid
327,1188,7/24/2021 15:17,7/24/2021 15:21,19,8744,437.2,87.44,paid
328,1776,7/14/2021 14:22,7/14/2021 14:25,20,229,11.45,2.29,paid
329,1443,9/19/2021 6:53,9/19/2021 8:43,7,8250,412.5,82.5,paid
330,1913,2/11/2021 15:42,2/11/2021 16:38,13,1638,81.9,16.38,paid
331,1868,3/2/2022 8:19,3/2/2022 10:00,17,9666,483.3,96.66,paid
332,1807,5/19/2021 7:55,5/19/2021 8:15,22,5219,260.95,52.19,paid
333,1258,6/10/2021 12:14,6/10/2021 12:18,23,8303,415.15,83.03,paid
334,1311,2/14/2021 16:25,2/14/2021 17:06,16,5011,250.55,50.11,paid
335,1991,6/27/2022 23:53,6/28/2022 1:08,16,1000,50,10,paid
336,1279,8/8/2021 17:38,8/8/2021 18:33,23,7144,357.2,71.44,paid
337,1814,4/21/2022 10:04,4/21/2022 11:53,24,1081,54.05,10.81,paid
338,1747,5/5/2022 3:30,5/5/2022 4:49,17,3865,193.25,38.65,failed
339,1720,3/17/2021 4:28,3/17/2021 5:04,7,512,25.6,5.12,failed
340,1840,2/23/2021 10:24,2/23/2021 11:24,19,9474,473.7,94.74,paid
341,1595,8/16/2021 13:23,8/16/2021 15:23,20,2578,128.9,25.78,paid
342,1782,9/10/2022 15:25,9/10/2022 17:10,20,7475,373.75,74.75,paid
343,1146,10/25/2022 17:42,10/25/2022 18:45,7,9652,482.6,96.52,paid
344,1882,12/27/2022 21:40,12/27/2022 22:10,22,6562,328.1,65.62,paid
345,1634,9/23/2022 1:54,9/23/2022 1:57,15,2254,112.7,22.54,paid
346,1836,9/29/2022 11:03,9/29/2022 11:28,13,8812,440.6,88.12,failed
347,1147,6/27/2022 16:35,6/27/2022 17:51,1,1768,88.4,17.68,paid
348,1974,5/4/2022 8:11,5/4/2022 9:41,25,586,29.3,5.86,failed
349,1667,11/18/2022 14:46,11/18/2022 15:29,13,4776,238.8,47.76,failed
350,1257,1/24/2022 1:10,1/24/2022 1:11,3,4956,247.8,49.56,paid
351,1683,11/5/2021 6:53,11/5/2021 6:58,6,6994,349.7,69.94,paid
352,1672,2/8/2021 2:23,2/8/2021 3:17,10,3804,190.2,38.04,paid
353,1535,9/30/2021 5:50,9/30/2021 6:33,7,5868,293.4,58.68,paid
354,1799,10/27/2022 19:13,10/27/2022 20:04,14,5865,293.25,58.65,paid
355,1199,5/20/2021 20:22,5/20/2021 21:36,5,6716,335.8,67.16,paid
356,1215,6/10/2021 1:32,6/10/2021 2:46,21,9007,450.35,90.07,paid
357,1014,7/14/2022 22:54,7/14/2022 23:59,23,4817,240.85,48.17,paid
358,1373,2/26/2021 18:18,2/26/2021 19:47,15,3325,166.25,33.25,paid
359,1377,1/4/2022 0:16,1/4/2022 1:03,7,4958,247.9,49.58,paid
360,1661,6/28/2022 19:41,6/28/2022 21:15,23,3483,174.15,34.83,paid
361,1126,6/12/2022 22:20,6/12/2022 22:41,13,4022,201.1,40.22,paid
362,1277,4/17/2021 19:36,4/17/2021 21:05,24,7374,368.7,73.74,paid
363,1853,7/23/2021 5:18,7/23/2021 7:16,25,3675,183.75,36.75,paid
364,1128,2/27/2021 3:39,2/27/2021 5:15,21,8203,410.15,82.03,paid
365,1489,10/13/2021 21:04,10/13/2021 21:13,22,8196,409.8,81.96,paid
366,1789,1/14/2022 3:27,1/14/2022 4:36,22,1015,50.75,10.15,failed
367,1891,6/9/2021 14:16,6/9/2021 14:18,16,8347,417.35,83.47,paid
368,1773,8/18/2021 23:02,8/19/2021 1:02,21,3897,194.85,38.97,paid
369,1890,2/6/2021 16:08,2/6/2021 16:12,9,7039,351.95,70.39,paid
370,1261,3/24/2022 4:22,3/24/2022 4:41,21,7905,395.25,79.05,paid
371,1183,4/29/2021 3:21,4/29/2021 3:45,14,5559,277.95,55.59,paid
372,1070,11/15/2022 8:53,11/15/2022 10:21,20,3966,198.3,39.66,paid
373,1541,1/16/2022 23:32,1/17/2022 0:59,23,1109,55.45,11.09,paid
374,1534,10/9/2021 22:55,10/9/2021 23:02,17,9960,498,99.6,paid
375,1580,8/11/2022 5:00,8/11/2022 5:41,11,402,20.1,4.02,paid
376,1632,7/11/2021 6:22,7/11/2021 8:03,5,5130,256.5,51.3,paid
377,1218,11/9/2022 17:46,11/9/2022 19:04,8,4466,223.3,44.66,paid
378,1628,7/1/2021 11:53,7/1/2021 12:15,18,9739,486.95,97.39,paid
379,1231,9/7/2021 21:05,9/7/2021 21:07,16,2656,132.8,26.56,failed
380,1608,12/19/2021 6:44,12/19/2021 7:29,23,4732,236.6,47.32,failed
381,1913,2/22/2021 23:05,2/22/2021 23:12,3,1321,66.05,13.21,paid
382,1388,5/31/2021 21:40,5/31/2021 23:16,20,1312,65.6,13.12,failed
383,1870,6/20/2022 6:24,6/20/2022 8:07,24,7964,398.2,79.64,paid
384,1683,9/8/2021 10:40,9/8/2021 11:42,21,621,31.05,6.21,paid
385,1960,5/15/2022 21:12,5/15/2022 22:59,21,7227,361.35,72.27,failed
386,1273,8/2/2022 10:12,8/2/2022 12:03,24,8425,421.25,84.25,paid
387,1949,4/28/2022 20:18,4/28/2022 21:16,4,3167,158.35,31.67,paid
388,1426,8/16/2021 10:51,8/16/2021 12:05,14,1848,92.4,18.48,paid
389,1386,7/18/2021 12:45,7/18/2021 13:02,15,138,6.9,1.38,failed
390,1857,12/20/2021 18:54,12/20/2021 20:46,1,3534,176.7,35.34,paid
391,1611,10/14/2022 12:30,10/14/2022 13:14,16,5052,252.6,50.52,paid
392,1062,12/13/2021 11:14,12/13/2021 12:11,11,5634,281.7,56.34,paid
393,1293,11/23/2021 4:54,11/23/2021 6:47,13,2026,101.3,20.26,failed
394,1949,4/25/2021 4:22,4/25/2021 5:48,13,8798,439.9,87.98,paid
395,1132,6/23/2022 8:14,6/23/2022 8:38,20,1217,60.85,12.17,paid
396,1651,7/28/2022 14:22,7/28/2022 14:40,16,286,14.3,2.86,paid
397,1993,10/6/2021 12:11,10/6/2021 13:42,3,1755,87.75,17.55,failed
398,1155,1/20/2021 0:03,1/20/2021 1:39,13,7712,385.6,77.12,paid
399,1876,2/6/2021 12:26,2/6/2021 13:27,21,4893,244.65,48.93,paid
400,1364,12/20/2022 18:12,12/20/2022 18:46,12,1803,90.15,18.03,paid
401,1903,9/12/2022 18:01,9/12/2022 19:31,7,8690,434.5,86.9,paid
402,1313,10/17/2021 21:17,10/17/2021 22:42,22,5889,294.45,58.89,paid
403,1521,12/23/2022 1:33,12/23/2022 2:18,2,3696,184.8,36.96,paid
404,1287,7/7/2022 13:15,7/7/2022 14:22,25,6363,318.15,63.63,paid
405,1683,6/14/2021 2:01,6/14/2021 4:01,15,659,32.95,6.59,paid
406,1101,7/12/2022 5:34,7/12/2022 5:37,20,2345,117.25,23.45,failed
407,1463,2/17/2022 7:55,2/17/2022 8:39,19,2973,148.65,29.73,paid
408,1810,12/7/2021 6:47,12/7/2021 8:14,25,5936,296.8,59.36,paid
409,1680,4/3/2021 15:33,4/3/2021 16:21,16,8583,429.15,85.83,paid
410,1122,4/28/2021 6:35,4/28/2021 8:04,11,5945,297.25,59.45,paid
411,1767,4/15/2021 12:22,4/15/2021 12:27,5,8615,430.75,86.15,failed
412,1342,2/28/2022 22:08,2/28/2022 23:17,2,5391,269.55,53.91,paid
413,1949,1/23/2022 10:02,1/23/2022 10:26,14,5677,283.85,56.77,paid
414,1813,11/18/2021 8:39,11/18/2021 10:20,21,8271,413.55,82.71,failed
415,1869,8/1/2021 8:56,8/1/2021 10:21,4,1959,97.95,19.59,paid
416,1736,11/10/2022 22:55,11/10/2022 23:37,22,1655,82.75,16.55,paid
417,1215,6/8/2022 1:47,6/8/2022 3:16,4,4681,234.05,46.81,paid
418,1333,10/16/2022 22:38,10/16/2022 23:11,4,661,33.05,6.61,paid
419,1544,6/22/2021 22:36,6/23/2021 0:10,19,7659,382.95,76.59,paid
420,1285,9/30/2021 8:19,9/30/2021 9:05,7,3395,169.75,33.95,failed
421,1204,5/4/2022 4:47,5/4/2022 6:34,8,388,19.4,3.88,paid
422,1225,12/6/2022 23:24,12/7/2022 0:30,19,4366,218.3,43.66,paid
423,1642,12/9/2022 10:47,12/9/2022 12:36,3,5747,287.35,57.47,paid
424,1440,4/3/2022 5:45,4/3/2022 6:47,21,8639,431.95,86.39,failed
425,1360,7/16/2021 1:03,7/16/2021 3:01,4,2337,116.85,23.37,paid
426,1486,4/28/2021 22:33,4/28/2021 23:10,20,6432,321.6,64.32,paid
427,1127,7/23/2022 12:24,7/23/2022 13:45,4,3505,175.25,35.05,failed
428,1742,3/27/2022 22:09,3/27/2022 23:11,23,5444,272.2,54.44,paid
429,1716,7/2/2022 13:22,7/2/2022 14:44,5,6745,337.25,67.45,paid
430,1808,1/2/2021 1:39,1/2/2021 2:02,6,8535,426.75,85.35,paid
431,1136,3/1/2021 20:25,3/1/2021 21:58,20,461,23.05,4.61,paid
432,1671,8/9/2021 1:21,8/9/2021 1:22,12,7230,361.5,72.3,paid
433,1601,5/15/2021 12:26,5/15/2021 12:58,15,1220,61,12.2,paid
434,1781,5/21/2021 13:51,5/21/2021 15:50,11,1720,86,17.2,paid
435,1168,1/22/2022 8:03,1/22/2022 8:52,24,6946,347.3,69.46,paid
436,1616,10/22/2022 5:35,10/22/2022 7:20,15,4189,209.45,41.89,paid
437,1291,8/8/2021 5:24,8/8/2021 6:12,5,9541,477.05,95.41,paid
438,1878,12/2/2021 16:00,12/2/2021 17:24,22,8421,421.05,84.21,paid
439,1169,9/22/2022 15:08,9/22/2022 16:29,7,7587,379.35,75.87,paid
440,1333,6/10/2021 16:13,6/10/2021 17:40,1,8428,421.4,84.28,paid
441,1907,6/22/2022 13:14,6/22/2022 15:11,8,8738,436.9,87.38,paid
442,1025,3/5/2021 22:23,3/5/2021 23:58,8,350,17.5,3.5,failed
443,1284,1/19/2021 7:03,1/19/2021 8:14,3,2137,106.85,21.37,failed
444,1072,8/15/2022 14:37,8/15/2022 15:11,23,9723,486.15,97.23,paid
445,1583,5/1/2021 0:36,5/1/2021 2:30,25,9976,498.8,99.76,failed
446,1724,8/6/2022 22:46,8/6/2022 23:58,2,6152,307.6,61.52,paid
447,1406,2/3/2022 1:57,2/3/2022 3:52,20,4597,229.85,45.97,failed
448,1838,5/7/2022 14:19,5/7/2022 14:32,6,8326,416.3,83.26,paid
449,1826,12/20/2022 6:32,12/20/2022 7:47,13,773,38.65,7.73,paid
450,1250,1/8/2022 20:03,1/8/2022 21:43,22,3655,182.75,36.55,paid
451,1397,6/22/2021 0:12,6/22/2021 1:56,25,5212,260.6,52.12,paid
452,1074,7/2/2022 3:06,7/2/2022 4:23,15,1903,95.15,19.03,paid
453,1077,12/21/2022 18:09,12/21/2022 19:18,9,1622,81.1,16.22,paid
454,1582,7/19/2022 8:06,7/19/2022 9:58,24,6609,330.45,66.09,failed
455,1581,1/5/2022 20:47,1/5/2022 22:14,21,6566,328.3,65.66,paid
456,1703,4/25/2021 10:15,4/25/2021 10:59,18,6469,323.45,64.69,paid
457,1895,5/21/2021 5:17,5/21/2021 7:14,15,302,15.1,3.02,failed
458,1119,8/5/2022 12:12,8/5/2022 14:09,15,3276,163.8,32.76,paid
459,1645,10/2/2022 8:39,10/2/2022 9:30,11,1511,75.55,15.11,paid
460,1443,7/28/2022 17:50,7/28/2022 18:57,13,9421,471.05,94.21,paid
461,1172,6/29/2021 0:05,6/29/2021 1:18,22,5623,281.15,56.23,paid
462,1559,10/27/2022 10:42,10/27/2022 11:06,1,6573,328.65,65.73,failed
463,1951,11/16/2021 4:39,11/16/2021 5:28,13,5504,275.2,55.04,paid
464,1834,7/13/2021 15:48,7/13/2021 16:35,21,5931,296.55,59.31,paid
465,1804,9/8/2022 2:39,9/8/2022 4:39,10,2425,121.25,24.25,paid
466,1263,4/15/2021 14:21,4/15/2021 14:42,9,4090,204.5,40.9,paid
467,1841,10/30/2022 15:31,10/30/2022 17:29,4,8903,445.15,89.03,paid
468,1357,6/13/2022 9:58,6/13/2022 11:22,17,7567,378.35,75.67,failed
469,1543,11/11/2022 20:09,11/11/2022 21:11,1,8828,441.4,88.28,paid
470,1464,11/27/2022 22:18,11/27/2022 23:43,11,1158,57.9,11.58,paid
471,1584,3/28/2022 20:34,3/28/2022 21:41,25,6836,341.8,68.36,failed
472,1216,10/16/2021 16:47,10/16/2021 17:05,13,3134,156.7,31.34,paid
473,1800,11/16/2021 4:30,11/16/2021 5:59,23,1104,55.2,11.04,paid
474,1083,7/12/2021 13:49,7/12/2021 15:30,13,1248,62.4,12.48,paid
475,1033,1/27/2021 23:28,1/28/2021 0:49,22,4495,224.75,44.95,paid
476,1970,2/17/2021 12:20,2/17/2021 12:24,3,6210,310.5,62.1,paid
477,1227,5/5/2022 19:32,5/5/2022 21:32,11,3467,173.35,34.67,paid
478,1132,5/18/2021 19:03,5/18/2021 21:02,10,4431,221.55,44.31,paid
479,1373,4/7/2022 19:07,4/7/2022 19:40,8,8702,435.1,87.02,failed
480,1173,2/7/2022 12:41,2/7/2022 13:26,17,5718,285.9,57.18,failed
481,1366,8/23/2022 0:46,8/23/2022 1:59,24,8277,413.85,82.77,paid
482,1607,5/16/2021 20:27,5/16/2021 22:06,3,1490,74.5,14.9,paid
483,1218,3/12/2022 19:04,3/12/2022 20:17,20,8545,427.25,85.45,paid
484,1003,9/21/2021 4:03,9/21/2021 4:21,8,1518,75.9,15.18,failed
485,1063,4/25/2022 20:08,4/25/2022 21:56,6,5513,275.65,55.13,paid
486,1971,9/18/2021 16:40,9/18/2021 17:55,12,2497,124.85,24.97,failed
487,1273,7/22/2021 10:55,7/22/2021 10:59,4,148,7.4,1.48,failed
488,1925,12/9/2021 21:14,12/9/2021 23:10,17,1717,85.85,17.17,failed
489,1460,4/11/2022 8:30,4/11/2022 10:25,15,9165,458.25,91.65,paid
490,1375,1/17/2021 11:31,1/17/2021 12:18,24,5287,264.35,52.87,paid
491,1941,7/18/2021 13:14,7/18/2021 14:25,3,9625,481.25,96.25,failed
492,1491,1/11/2022 8:27,1/11/2022 8:48,16,8497,424.85,84.97,paid
493,1014,9/26/2021 2:06,9/26/2021 3:57,19,171,8.55,1.71,paid
494,1694,12/28/2021 19:33,12/28/2021 20:30,25,6263,313.15,62.63,failed
495,1021,1/28/2021 13:16,1/28/2021 14:14,13,2793,139.65,27.93,failed
496,1211,4/22/2021 14:13,4/22/2021 14:44,22,8793,439.65,87.93,paid
497,1023,2/28/2021 1:28,2/28/2021 3:20,16,134,6.7,1.34,paid
498,1534,3/27/2022 3:35,3/27/2022 5:27,10,7768,388.4,77.68,paid
499,1277,11/9/2021 6:30,11/9/2021 6:48,1,5156,257.8,51.56,paid
500,1300,3/17/2021 22:36,3/17/2021 23:35,23,962,48.1,9.62,paid
501,1825,10/2/2021 22:48,10/2/2021 22:56,3,883,44.15,8.83,failed
502,1764,3/30/2021 4:41,3/30/2021 6:08,24,3383,169.15,33.83,failed
503,1057,6/11/2021 17:02,6/11/2021 18:30,6,9107,455.35,91.07,paid
504,1915,9/14/2022 21:21,9/14/2022 21:24,4,797,39.85,7.97,failed
505,1569,11/9/2021 8:24,11/9/2021 9:44,4,1446,72.3,14.46,paid
506,1856,8/13/2022 14:22,8/13/2022 15:19,20,9491,474.55,94.91,paid
507,1555,12/16/2021 5:55,12/16/2021 6:37,5,1733,86.65,17.33,paid
508,1814,6/3/2021 8:38,6/3/2021 9:23,14,5269,263.45,52.69,paid
509,1377,12/17/2021 6:58,12/17/2021 8:29,22,6635,331.75,66.35,paid
510,1831,4/8/2021 21:51,4/8/2021 23:15,5,9096,454.8,90.96,paid
511,1161,3/26/2021 20:07,3/26/2021 20:46,19,4246,212.3,42.46,paid
512,1225,8/13/2021 18:32,8/13/2021 20:15,17,3552,177.6,35.52,paid
513,1533,9/14/2022 2:09,9/14/2022 2:22,14,3672,183.6,36.72,paid
514,1949,7/12/2021 14:50,7/12/2021 15:44,18,1373,68.65,13.73,paid
515,1718,9/14/2022 19:09,9/14/2022 20:50,15,7644,382.2,76.44,paid
516,1838,6/16/2022 3:48,6/16/2022 3:52,19,7470,373.5,74.7,paid
517,1774,11/27/2021 18:03,11/27/2021 19:03,20,9214,460.7,92.14,paid
518,1262,3/19/2021 4:40,3/19/2021 5:35,15,3772,188.6,37.72,failed
519,1244,7/22/2021 19:03,7/22/2021 20:53,4,1193,59.65,11.93,paid
520,1949,1/18/2021 10:02,1/18/2021 10:24,8,8571,428.55,85.71,failed
521,1121,9/21/2022 7:19,9/21/2022 7:36,5,691,34.55,6.91,paid
522,1853,6/2/2022 18:20,6/2/2022 20:12,16,9195,459.75,91.95,paid
523,1349,2/25/2022 1:47,2/25/2022 1:49,2,4763,238.15,47.63,failed
524,1140,8/10/2022 4:01,8/10/2022 5:08,1,1807,90.35,18.07,paid
525,1513,7/28/2022 0:32,7/28/2022 1:20,5,8908,445.4,89.08,paid
526,1525,10/17/2021 12:52,10/17/2021 14:48,6,1094,54.7,10.94,paid
527,1041,5/20/2022 17:22,5/20/2022 19:05,6,4898,244.9,48.98,paid
528,1419,7/31/2022 15:17,7/31/2022 16:02,6,4833,241.65,48.33,paid
529,1330,6/7/2022 1:34,6/7/2022 2:10,12,6061,303.05,60.61,paid
530,1438,8/11/2021 4:54,8/11/2021 5:05,10,9483,474.15,94.83,paid
531,1907,5/19/2022 7:08,5/19/2022 7:58,9,7202,360.1,72.02,paid
532,1689,3/16/2021 0:17,3/16/2021 1:41,8,5026,251.3,50.26,failed
533,1895,2/20/2021 15:03,2/20/2021 15:24,17,7240,362,72.4,paid
534,1295,10/21/2021 4:48,10/21/2021 5:51,7,7483,374.15,74.83,paid
535,1533,10/20/2022 13:14,10/20/2022 13:16,25,5269,263.45,52.69,failed
536,1033,11/17/2021 17:33,11/17/2021 19:11,12,4935,246.75,49.35,failed
537,1497,9/30/2021 16:19,9/30/2021 18:12,7,8665,433.25,86.65,failed
538,1787,9/25/2021 4:47,9/25/2021 6:05,11,8148,407.4,81.48,paid
539,1398,3/15/2022 0:03,3/15/2022 0:58,7,8324,416.2,83.24,paid
540,1350,9/19/2021 2:23,9/19/2021 3:24,5,7643,382.15,76.43,paid
541,1655,7/24/2022 11:19,7/24/2022 12:06,9,5954,297.7,59.54,paid
542,1403,7/12/2022 8:46,7/12/2022 9:07,3,6448,322.4,64.48,paid
543,1574,2/27/2022 17:17,2/27/2022 17:50,16,1799,89.95,17.99,paid
544,1140,11/6/2021 12:26,11/6/2021 13:17,10,2432,121.6,24.32,failed
545,1350,8/22/2021 4:22,8/22/2021 5:01,4,7593,379.65,75.93,paid
546,1810,12/3/2022 4:43,12/3/2022 4:57,2,1298,64.9,12.98,paid
547,1720,2/6/2022 10:55,2/6/2022 12:02,24,5464,273.2,54.64,paid
548,1312,1/30/2021 22:31,1/30/2021 22:57,15,5638,281.9,56.38,paid
549,1511,4/20/2021 22:57,4/21/2021 0:18,7,2864,143.2,28.64,paid
550,1258,3/26/2021 21:32,3/26/2021 21:55,17,5685,284.25,56.85,paid
551,1851,3/8/2021 2:19,3/8/2021 3:48,4,7746,387.3,77.46,paid
552,1044,8/28/2021 0:49,8/28/2021 1:46,10,6900,345,69,failed
553,1595,2/1/2022 10:57,2/1/2022 12:42,17,1281,64.05,12.81,paid
554,1887,2/12/2022 0:20,2/12/2022 0:53,15,9162,458.1,91.62,paid
555,1937,12/12/2022 19:28,12/12/2022 20:24,10,1155,57.75,11.55,paid
556,1110,12/3/2021 12:20,12/3/2021 13:34,15,4510,225.5,45.1,paid
557,1657,6/6/2022 13:55,6/6/2022 14:27,25,5021,251.05,50.21,paid
558,1321,4/23/2021 4:58,4/23/2021 5:22,12,7529,376.45,75.29,paid
559,1733,7/7/2021 10:23,7/7/2021 12:15,11,4694,234.7,46.94,paid
560,1868,12/19/2022 5:43,12/19/2022 6:53,18,4388,219.4,43.88,paid
561,1325,5/4/2022 15:26,5/4/2022 16:37,13,3238,161.9,32.38,paid
562,1210,1/20/2021 16:36,1/20/2021 16:40,11,1201,60.05,12.01,paid
563,1936,5/2/2022 1:31,5/2/2022 2:31,4,3444,172.2,34.44,failed
564,1616,6/24/2022 18:33,6/24/2022 19:27,1,6465,323.25,64.65,paid
565,1498,12/16/2022 11:49,12/16/2022 13:36,1,5479,273.95,54.79,failed
566,1626,2/22/2021 4:21,2/22/2021 5:41,5,489,24.45,4.89,paid
567,1401,7/28/2021 18:42,7/28/2021 20:28,12,9476,473.8,94.76,paid
568,1458,4/24/2021 9:22,4/24/2021 11:17,1,7780,389,77.8,paid
569,1215,4/12/2022 0:24,4/12/2022 0:35,1,9833,491.65,98.33,paid
570,1462,7/3/2022 10:00,7/3/2022 11:44,4,3334,166.7,33.34,paid
571,1718,7/12/2021 19:11,7/12/2021 20:13,14,4882,244.1,48.82,paid
572,1942,4/1/2021 23:33,4/1/2021 23:39,1,5545,277.25,55.45,paid
573,1148,5/25/2022 11:02,5/25/2022 11:29,7,8934,446.7,89.34,paid
574,1075,11/24/2021 18:33,11/24/2021 19:52,7,3321,166.05,33.21,paid
575,1258,6/19/2021 18:55,6/19/2021 18:58,14,7142,357.1,71.42,paid
576,1499,10/17/2021 17:43,10/17/2021 18:31,19,9256,462.8,92.56,paid
577,1682,1/1/2021 1:37,1/1/2021 1:56,22,9422,471.1,94.22,paid
578,1122,5/25/2021 1:43,5/25/2021 2:17,1,6948,347.4,69.48,paid
579,1223,10/15/2021 9:34,10/15/2021 10:14,1,1124,56.2,11.24,paid
580,1520,6/19/2022 23:04,6/19/2022 23:27,14,5056,252.8,50.56,paid
581,1715,1/19/2022 7:18,1/19/2022 7:19,15,1073,53.65,10.73,paid
582,1635,11/21/2022 7:48,11/21/2022 8:33,7,5102,255.1,51.02,paid
583,1568,3/27/2021 20:23,3/27/2021 21:25,6,6503,325.15,65.03,failed
584,1194,10/18/2022 2:09,10/18/2022 2:24,11,9126,456.3,91.26,paid
585,1730,1/6/2021 7:54,1/6/2021 8:15,16,1250,62.5,12.5,paid
586,1699,7/29/2021 5:10,7/29/2021 5:31,2,6933,346.65,69.33,failed
587,1702,4/6/2022 8:17,4/6/2022 8:28,18,8153,407.65,81.53,paid
588,1371,11/27/2022 16:46,11/27/2022 17:57,16,4219,210.95,42.19,failed
589,1652,8/11/2022 8:11,8/11/2022 8:28,11,7478,373.9,74.78,paid
590,1192,10/10/2021 6:37,10/10/2021 6:42,23,9494,474.7,94.94,paid
591,1402,2/8/2021 22:41,2/9/2021 0:39,20,9845,492.25,98.45,paid
592,1615,11/2/2022 18:45,11/2/2022 19:06,12,2910,145.5,29.1,paid
593,1660,12/28/2022 23:39,12/29/2022 0:06,20,7411,370.55,74.11,paid
594,1945,7/12/2022 8:02,7/12/2022 8:40,14,3296,164.8,32.96,paid
595,1342,10/14/2021 4:32,10/14/2021 5:17,13,1807,90.35,18.07,paid
596,1114,7/17/2021 1:54,7/17/2021 2:50,21,6166,308.3,61.66,paid
597,1976,7/16/2022 0:30,7/16/2022 1:35,12,9975,498.75,99.75,paid
598,1993,4/2/2022 5:22,4/2/2022 6:15,17,9912,495.6,99.12,failed
599,1930,1/25/2022 14:30,1/25/2022 15:18,19,4894,244.7,48.94,paid
600,1760,6/26/2021 19:55,6/26/2021 20:44,11,9276,463.8,92.76,paid
601,1983,9/5/2021 9:11,9/5/2021 11:02,24,6861,343.05,68.61,paid
602,1242,9/13/2021 2:47,9/13/2021 4:45,6,1774,88.7,17.74,paid
603,1117,6/10/2021 1:03,6/10/2021 2:04,14,9797,489.85,97.97,paid
604,1252,1/7/2021 0:15,1/7/2021 0:37,8,3822,191.1,38.22,paid
605,1474,11/11/2022 19:44,11/11/2022 20:36,3,5006,250.3,50.06,paid
606,1478,8/23/2022 10:17,8/23/2022 10:32,11,1036,51.8,10.36,paid
607,1202,11/29/2021 12:05,11/29/2021 13:30,18,753,37.65,7.53,failed
608,1511,2/27/2022 9:28,2/27/2022 10:25,15,9112,455.6,91.12,paid
609,1491,6/6/2022 22:32,6/6/2022 22:53,21,2770,138.5,27.7,paid
610,1888,7/21/2021 3:55,7/21/2021 5:52,15,3079,153.95,30.79,paid
611,1833,10/13/2021 2:16,10/13/2021 3:45,18,7014,350.7,70.14,paid
612,1793,8/27/2021 22:40,8/28/2021 0:05,4,7808,390.4,78.08,paid
613,1830,11/15/2022 8:52,11/15/2022 9:47,5,5138,256.9,51.38,paid
614,1378,3/28/2022 21:13,3/28/2022 22:31,5,6599,329.95,65.99,paid
615,1626,9/27/2021 22:45,9/27/2021 22:56,17,2351,117.55,23.51,paid
616,1127,4/21/2021 0:28,4/21/2021 1:33,22,4227,211.35,42.27,paid
617,1019,1/10/2021 13:21,1/10/2021 14:43,6,5445,272.25,54.45,paid
618,1376,2/4/2021 14:50,2/4/2021 15:42,9,7391,369.55,73.91,failed
619,1840,5/10/2021 13:26,5/10/2021 13:47,3,5456,272.8,54.56,failed
620,1844,1/22/2021 3:17,1/22/2021 4:25,20,9710,485.5,97.1,paid
621,1724,8/12/2021 4:26,8/12/2021 5:57,21,7941,397.05,79.41,failed
622,1546,9/15/2022 22:50,9/16/2022 0:40,4,1331,66.55,13.31,paid
623,1471,3/29/2022 6:22,3/29/2022 7:05,3,3303,165.15,33.03,failed
624,1885,10/4/2021 13:48,10/4/2021 14:28,10,2232,111.6,22.32,paid
625,1523,4/2/2021 4:33,4/2/2021 6:27,14,394,19.7,3.94,paid
626,1844,3/14/2022 7:14,3/14/2022 7:27,17,5324,266.2,53.24,paid
627,1974,3/20/2022 21:32,3/20/2022 21:51,14,924,46.2,9.24,paid
628,1225,11/24/2021 19:49,11/24/2021 21:21,23,5615,280.75,56.15,paid
629,1585,9/18/2021 8:43,9/18/2021 8:45,22,1921,96.05,19.21,paid
630,1633,4/20/2021 11:53,4/20/2021 12:30,11,3241,162.05,32.41,paid
631,1258,9/21/2021 2:49,9/21/2021 4:21,16,8956,447.8,89.56,paid
632,1499,7/6/2021 8:34,7/6/2021 9:29,23,3142,157.1,31.42,paid
633,1348,6/5/2022 20:38,6/5/2022 22:32,7,9475,473.75,94.75,paid
634,1403,12/17/2022 20:27,12/17/2022 21:58,23,3922,196.1,39.22,failed
635,1368,12/14/2021 20:44,12/14/2021 21:37,11,3020,151,30.2,paid
636,1342,12/5/2022 2:58,12/5/2022 4:34,5,7918,395.9,79.18,failed
637,1978,12/2/2022 5:57,12/2/2022 7:22,18,9338,466.9,93.38,paid
638,1135,2/20/2021 20:11,2/20/2021 21:18,22,2719,135.95,27.19,paid
639,1112,1/10/2022 11:13,1/10/2022 12:42,24,1885,94.25,18.85,paid
640,1126,1/13/2022 3:22,1/13/2022 3:34,1,3834,191.7,38.34,failed
641,1795,7/30/2021 22:54,7/31/2021 0:46,5,6281,314.05,62.81,paid
642,1449,8/16/2021 13:28,8/16/2021 14:11,15,4105,205.25,41.05,paid
643,1755,7/15/2022 23:06,7/16/2022 0:56,13,3870,193.5,38.7,paid
644,1422,12/24/2022 0:50,12/24/2022 1:40,9,6940,347,69.4,paid
645,1941,3/14/2021 0:10,3/14/2021 1:57,14,2514,125.7,25.14,failed
646,1343,7/8/2022 12:00,7/8/2022 13:19,7,7921,396.05,79.21,paid
647,1188,10/5/2021 11:29,10/5/2021 11:36,24,6586,329.3,65.86,paid
648,1482,8/23/2021 13:02,8/23/2021 13:11,15,4794,239.7,47.94,paid
649,1867,6/20/2021 0:11,6/20/2021 0:21,3,2671,133.55,26.71,paid
650,1320,4/20/2021 0:09,4/20/2021 0:36,2,2081,104.05,20.81,failed
